"id","URL","Positive","Negative","Neutral","Irrelevant","NotAvailable"
"1085844395885133824","https://twitter.com/user/status/1085844395885133824",,"X",,,
"1087544466616082432","https://twitter.com/user/status/1087544466616082432",,"X",,,
"1086707088947113985","https://twitter.com/user/status/1086707088947113985",,"X",,,
"1088815496835858432","https://twitter.com/user/status/1088815496835858432",,"X",,,
"1088828090367787013","https://twitter.com/user/status/1088828090367787013",,,"X",,
"1085822750239977473","https://twitter.com/user/status/1085822750239977473",,,"X",,
"1086278436107149313","https://twitter.com/user/status/1086278436107149313",,"X",,,
"1088837102253551616","https://twitter.com/user/status/1088837102253551616",,"X",,,
"1087743694927785985","https://twitter.com/user/status/1087743694927785985",,"X",,,
"1086728828897161216","https://twitter.com/user/status/1086728828897161216",,,,"X",
"1085937952990081024","https://twitter.com/user/status/1085937952990081024",,,"X",,
"1086035910817386496","https://twitter.com/user/status/1086035910817386496",,,,"X",
"1086545685380423680","https://twitter.com/user/status/1086545685380423680","X",,,,
"1085862633012690946","https://twitter.com/user/status/1085862633012690946","X",,,,
"1087049575855206401","https://twitter.com/user/status/1087049575855206401","X",,,,
"1089719257087262720","https://twitter.com/user/status/1089719257087262720",,,,"X",
"1085932888439341057","https://twitter.com/user/status/1085932888439341057","X",,,,
"1085905037057028096","https://twitter.com/user/status/1085905037057028096",,,,,"X"
"1086051429595271169","https://twitter.com/user/status/1086051429595271169",,,,,"X"
"1085815585068457984","https://twitter.com/user/status/1085815585068457984",,,"X",,
"1085892471568154624","https://twitter.com/user/status/1085892471568154624",,,"X",,
"1087389943155044352","https://twitter.com/user/status/1087389943155044352",,,"X",,
"1088592537252708352","https://twitter.com/user/status/1088592537252708352",,,"X",,
"1089360538482679808","https://twitter.com/user/status/1089360538482679808",,,"X",,
"1086313221076733953","https://twitter.com/user/status/1086313221076733953",,,"X",,
"1088896608845074433","https://twitter.com/user/status/1088896608845074433",,,"X",,
"1085882183007592449","https://twitter.com/user/status/1085882183007592449",,,"X",,
"1086778846588821505","https://twitter.com/user/status/1086778846588821505",,"X",,,
"1085877192574128128","https://twitter.com/user/status/1085877192574128128",,"X",,,
"1085900872691957760","https://twitter.com/user/status/1085900872691957760",,"X",,,
"1088938704008286208","https://twitter.com/user/status/1088938704008286208",,"X",,,
"1085876943915048961","https://twitter.com/user/status/1085876943915048961",,"X",,,
"1088460520867459072","https://twitter.com/user/status/1088460520867459072",,,"X",,
"1085860678169169920","https://twitter.com/user/status/1085860678169169920",,,"X",,
"1085926012083490816","https://twitter.com/user/status/1085926012083490816",,,"X",,
"1085989280021954562","https://twitter.com/user/status/1085989280021954562",,,"X",,
"1087217907078189057","https://twitter.com/user/status/1087217907078189057",,,,,"X"
"1085906998636498944","https://twitter.com/user/status/1085906998636498944",,,,,"X"
"1085903007584145408","https://twitter.com/user/status/1085903007584145408",,,"X",,
"1085900511017078786","https://twitter.com/user/status/1085900511017078786",,,"X",,
"1086368884582690817","https://twitter.com/user/status/1086368884582690817",,,"X",,
"1087319167534014464","https://twitter.com/user/status/1087319167534014464",,,"X",,
"1085922445410865153","https://twitter.com/user/status/1085922445410865153",,,"X",,
"1085910819290865664","https://twitter.com/user/status/1085910819290865664",,,"X",,
"1087818472023826440","https://twitter.com/user/status/1087818472023826440",,,"X",,
"1090242357985972225","https://twitter.com/user/status/1090242357985972225",,,"X",,
"1085892123998801920","https://twitter.com/user/status/1085892123998801920",,,"X",,
"1086033634384060417","https://twitter.com/user/status/1086033634384060417",,,"X",,
"1089210738680446976","https://twitter.com/user/status/1089210738680446976",,,"X",,
"1085908506006437888","https://twitter.com/user/status/1085908506006437888",,,"X",,
"1085899455105196032","https://twitter.com/user/status/1085899455105196032",,,"X",,
"1085943782678384640","https://twitter.com/user/status/1085943782678384640",,,"X",,
"1085846683689267201","https://twitter.com/user/status/1085846683689267201",,,"X",,
"1085914323581583361","https://twitter.com/user/status/1085914323581583361",,,"X",,
"1085871626397323265","https://twitter.com/user/status/1085871626397323265",,,"X",,
"1085487669281521665","https://twitter.com/user/status/1085487669281521665",,,"X",,
"1085695711839170561","https://twitter.com/user/status/1085695711839170561",,,"X",,
"1086268208078876672","https://twitter.com/user/status/1086268208078876672",,,"X",,
"1086403266789994496","https://twitter.com/user/status/1086403266789994496",,"X",,,
"1086654919120015360","https://twitter.com/user/status/1086654919120015360",,"X",,,
"1085685180927483904","https://twitter.com/user/status/1085685180927483904",,"X",,,
"1085884158654722048","https://twitter.com/user/status/1085884158654722048",,"X",,,
"1086544888689238016","https://twitter.com/user/status/1086544888689238016",,"X",,,
"1085776565311401984","https://twitter.com/user/status/1085776565311401984",,"X",,,
"1087444517815500800","https://twitter.com/user/status/1087444517815500800",,"X",,,
"1086436109322723335","https://twitter.com/user/status/1086436109322723335",,"X",,,
"1086086549937090565","https://twitter.com/user/status/1086086549937090565",,"X",,,
"1088564510917562369","https://twitter.com/user/status/1088564510917562369",,"X",,,
"1085596825934020608","https://twitter.com/user/status/1085596825934020608",,"X",,,
"1085661480312164354","https://twitter.com/user/status/1085661480312164354",,"X",,,
"1087962101593919488","https://twitter.com/user/status/1087962101593919488",,"X",,,
"1085923633174904833","https://twitter.com/user/status/1085923633174904833",,"X",,,
"1088077086722535425","https://twitter.com/user/status/1088077086722535425",,"X",,,
"1086179500617097216","https://twitter.com/user/status/1086179500617097216",,"X",,,
"1086068104810029057","https://twitter.com/user/status/1086068104810029057",,"X",,,
"1086207877835120641","https://twitter.com/user/status/1086207877835120641",,"X",,,
"1086036696242814979","https://twitter.com/user/status/1086036696242814979",,"X",,,
"1086698703325409281","https://twitter.com/user/status/1086698703325409281",,"X",,,
"1086677018228518913","https://twitter.com/user/status/1086677018228518913",,"X",,,
"1086030163064827904","https://twitter.com/user/status/1086030163064827904",,"X",,,
"1087146913932046337","https://twitter.com/user/status/1087146913932046337",,"X",,,
"1085919661303181312","https://twitter.com/user/status/1085919661303181312",,"X",,,
"1085913519776657408","https://twitter.com/user/status/1085913519776657408",,"X",,,
"1086309993547104256","https://twitter.com/user/status/1086309993547104256",,"X",,,
"1085907956472852485","https://twitter.com/user/status/1085907956472852485",,"X",,,
"1085923971277733888","https://twitter.com/user/status/1085923971277733888",,"X",,,
"1087169710095970305","https://twitter.com/user/status/1087169710095970305",,"X",,,
"1087403206412513283","https://twitter.com/user/status/1087403206412513283",,"X",,,
"1085745169343733760","https://twitter.com/user/status/1085745169343733760",,"X",,,
"1086304354552954881","https://twitter.com/user/status/1086304354552954881",,"X",,,
"1086964025873915904","https://twitter.com/user/status/1086964025873915904",,"X",,,
"1087135415381897216","https://twitter.com/user/status/1087135415381897216",,"X",,,
"1086425687035043841","https://twitter.com/user/status/1086425687035043841",,"X",,,
"1086565157386571776","https://twitter.com/user/status/1086565157386571776",,"X",,,
"1087228746229342208","https://twitter.com/user/status/1087228746229342208",,"X",,,
"1086262620792016896","https://twitter.com/user/status/1086262620792016896",,"X",,,
"1086019155873185792","https://twitter.com/user/status/1086019155873185792",,"X",,,
"1086770192120573952","https://twitter.com/user/status/1086770192120573952",,"X",,,
"1086200223565864960","https://twitter.com/user/status/1086200223565864960",,"X",,,
"1087093425650884608","https://twitter.com/user/status/1087093425650884608",,"X",,,
"1086210087784534016","https://twitter.com/user/status/1086210087784534016","X",,,,
"1085963451619594241","https://twitter.com/user/status/1085963451619594241",,,,"X",
"1087804179010080769","https://twitter.com/user/status/1087804179010080769",,,,"X",
"1085901187646439425","https://twitter.com/user/status/1085901187646439425","X",,,,
"1086290916011167744","https://twitter.com/user/status/1086290916011167744",,,,,"X"
"1088052028515987457","https://twitter.com/user/status/1088052028515987457",,,,"X",
"1086715133739585537","https://twitter.com/user/status/1086715133739585537",,,,"X",
"1085855802622124033","https://twitter.com/user/status/1085855802622124033",,,"X",,
"1085892954265448449","https://twitter.com/user/status/1085892954265448449","X",,,,
"1086133583960367106","https://twitter.com/user/status/1086133583960367106","X",,,,
"1087636533547618305","https://twitter.com/user/status/1087636533547618305",,,,,"X"
"1085971604671291395","https://twitter.com/user/status/1085971604671291395","X",,,,
"1086038106694856704","https://twitter.com/user/status/1086038106694856704",,,"X",,
"1085939136916119553","https://twitter.com/user/status/1085939136916119553","X",,,,
"1085957098654052352","https://twitter.com/user/status/1085957098654052352",,,,"X",
"1085897548945113091","https://twitter.com/user/status/1085897548945113091","X",,,,
"1085882699317825536","https://twitter.com/user/status/1085882699317825536","X",,,,
"1085942456770686977","https://twitter.com/user/status/1085942456770686977",,,"X",,
"1085818557475315712","https://twitter.com/user/status/1085818557475315712","X",,,,
"1085923640317788161","https://twitter.com/user/status/1085923640317788161","X",,,,
"1085892043023486976","https://twitter.com/user/status/1085892043023486976","X",,,,
"1088518967738683392","https://twitter.com/user/status/1088518967738683392",,,,"X",
"1091122856740573185","https://twitter.com/user/status/1091122856740573185",,,,"X",
"1085913142385770496","https://twitter.com/user/status/1085913142385770496","X",,,,
"1087310617512419330","https://twitter.com/user/status/1087310617512419330",,,,"X",
"1086403577885675521","https://twitter.com/user/status/1086403577885675521",,,,"X",
"1089442655996661761","https://twitter.com/user/status/1089442655996661761",,,,"X",
"1087786474475532289","https://twitter.com/user/status/1087786474475532289","X",,,,
"1087680001426817024","https://twitter.com/user/status/1087680001426817024","X",,,,
"1086237231432564736","https://twitter.com/user/status/1086237231432564736",,,,,"X"
"1085687318122381312","https://twitter.com/user/status/1085687318122381312",,,,"X",
"1086019107844108288","https://twitter.com/user/status/1086019107844108288",,,,"X",
"1085900982532288513","https://twitter.com/user/status/1085900982532288513","X",,,,
"1085676570256265216","https://twitter.com/user/status/1085676570256265216",,,,"X",
"1086586055464284160","https://twitter.com/user/status/1086586055464284160",,,,"X",
"1086054492687269888","https://twitter.com/user/status/1086054492687269888",,,,"X",
"1089747202384240641","https://twitter.com/user/status/1089747202384240641",,,,"X",
"1085914759130763264","https://twitter.com/user/status/1085914759130763264",,,,"X",
"1089575442799984640","https://twitter.com/user/status/1089575442799984640","X",,,,
"1086266480763777025","https://twitter.com/user/status/1086266480763777025",,,,"X",
"1085909690486206465","https://twitter.com/user/status/1085909690486206465","X",,,,
"1085626627386568704","https://twitter.com/user/status/1085626627386568704",,,,"X",
"1086149297773498368","https://twitter.com/user/status/1086149297773498368",,,,"X",
"1086021621238976522","https://twitter.com/user/status/1086021621238976522","X",,,,
"1086887168025481216","https://twitter.com/user/status/1086887168025481216",,,,"X",
"1085521943250563072","https://twitter.com/user/status/1085521943250563072",,,,"X",
"1085895149182468099","https://twitter.com/user/status/1085895149182468099","X",,,,
"1089890006720761856","https://twitter.com/user/status/1089890006720761856","X",,,,
"1085893752667951104","https://twitter.com/user/status/1085893752667951104","X",,,,
"1088323337946845186","https://twitter.com/user/status/1088323337946845186",,,,"X",
"1085394343584763905","https://twitter.com/user/status/1085394343584763905",,,,"X",
"1086958817101967360","https://twitter.com/user/status/1086958817101967360",,,,"X",
"1089522534016602112","https://twitter.com/user/status/1089522534016602112","X",,,,
"1088027754187112448","https://twitter.com/user/status/1088027754187112448",,,"X",,
"1085872290728796160","https://twitter.com/user/status/1085872290728796160",,,,"X",
"1085980713873260544","https://twitter.com/user/status/1085980713873260544","X",,,,
"1085799168520712192","https://twitter.com/user/status/1085799168520712192",,,,"X",
"1090972521275502597","https://twitter.com/user/status/1090972521275502597",,,,"X",
"1086269131983413248","https://twitter.com/user/status/1086269131983413248",,,,"X",
"1085756714417352705","https://twitter.com/user/status/1085756714417352705","X",,,,
"1085490254956646401","https://twitter.com/user/status/1085490254956646401",,,,"X",
"1086262656732942337","https://twitter.com/user/status/1086262656732942337",,,,"X",
"1087016876159299584","https://twitter.com/user/status/1087016876159299584",,,,"X",
"1091022903259340801","https://twitter.com/user/status/1091022903259340801",,,,"X",
"1085918260850315265","https://twitter.com/user/status/1085918260850315265","X",,,,
"1085493936293060608","https://twitter.com/user/status/1085493936293060608",,,"X",,
"1087228727367483392","https://twitter.com/user/status/1087228727367483392",,,,"X",
"1085712881499303937","https://twitter.com/user/status/1085712881499303937","X",,,,
"1085484803569446912","https://twitter.com/user/status/1085484803569446912",,,"X",,
"1085954190235426816","https://twitter.com/user/status/1085954190235426816",,,,"X",
"1091044758049435654","https://twitter.com/user/status/1091044758049435654",,,,"X",
"1085916714305507330","https://twitter.com/user/status/1085916714305507330","X",,,,
"1085945142031380480","https://twitter.com/user/status/1085945142031380480",,,,"X",
"1090896216811020288","https://twitter.com/user/status/1090896216811020288",,,,"X",
"1086785063205752834","https://twitter.com/user/status/1086785063205752834",,,,"X",
"1090671408936611841","https://twitter.com/user/status/1090671408936611841",,,,"X",
"1086211283882528768","https://twitter.com/user/status/1086211283882528768","X",,,,
"1085963421928034305","https://twitter.com/user/status/1085963421928034305",,,,"X",
"1086693424567246848","https://twitter.com/user/status/1086693424567246848",,,,"X",
"1090398998144331776","https://twitter.com/user/status/1090398998144331776","X",,,,
